event	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	geneName	lengthDiff	label
MmuEX1014741	chr6	-	51462101	51463410	51461434	51462094	Hnrnpa2b1	6	nd
MmuEX0025924	chr5	+	3812450	3812555	3812576	3812741	Krit1	20	
MmuEX6050798	chr10	+	93469189	93470799	93470824	93471295	Lta4h	24	nd
MmuEX1008819	chr11	-	75785544	75786092	75781696	75785516	Doc2b	27	
MmuEX1007240	chr4	+	130056970	130057921	130057932	130057992	Col16a1	10	nd
MmuEX1015910	chr16	-	19952877	19953452	19949653	19952873	Klhl6	3	nd
MmuEX1007315	chr1	-	90782229	90782340	90782129	90782216	Col6a3	12	nd
MmuEX6007882	chr6	-	145208439	145210806	145205324	145208420	Casc1	18	
MmuEX1015206	chr1	+	37372420	37377516	37377529	37377577	Inpp4a	12	
MmuEX7005557	chr8	+	104321699	104321700	104321722	104321754	Gm11020	21	
MmuEX1020384	chr9	-	95773048	95773517	95769173	95773026	Pls1	21	nd
MmuEX6104781	chr2	-	126801149	126802585	126799364	126801122	Trpm7	26	nd
MmuEX1022276	chr8	-	33923701	33929475	33866405	33923697	Rbpms	3	nd
MmuEX1011205	chr18	+	44203543	44203695	44203699	44204573	Gm10542	3	
MmuEX0027856	chr17	-	24920496	24923815	24918140	24920471	Mapk8ip3	24	nd
MmuEX1004690	chr5	-	145189468	145191502	145188323	145189464	Atp5j2	3	nd
MmuEX1010891	chr2	-	34704531	34704635	34704393	34704516	Gapvd1	14	
MmuEX1014555	chr12	-	51761471	51762423	51761171	51761467	Hectd1	3	nd
MmuEX6068427	chr9	-	106049859	106051632	106047760	106049831	Col6a4	27	
MmuEX7002095	chr3	-	109871634	109872199	109851792	109871606	Ntng1	27	
MmuEX1008172	chr14	+	55560976	55561074	55561086	55561235	Dcaf11	11	nd
MmuEX6071456	chr3	-	79130717	79132431	79112303	79130697	Rapgef2	19	
MmuEX0012537	chr5	+	43261785	43268868	43268893	43277430	Cpeb2	24	hi
MmuEX1004610	chr1	-	75191487	75191823	75190881	75191482	Atg9a	4	nd
MmuEX1026985	chr4	-	106666331	106667495	106665739	106666327	Ttc4	3	nd
MmuEX0049957	chr15	-	94583645	94584380	94582876	94583623	Twf1	21	
MmuEX7033981	chr7	-	42577484	42578178	42561625	42577465	Gm44997	18	
MmuEX0002458	chr9	+	20869654	20869761	20869772	20871196	A230050P20Rik	10	nd
MmuEX6059413	chr13	+	77260060	77260530	77260540	77261888	2210408I21Rik	9	nd
MmuEX6084068	chr11	-	11824869	11829101	11822294	11824848	Ddc	20	nd
MmuEX6101357	chr2	-	53157918	53159262	53156986	53157892	Prpf40a	25	nd
MmuEX1021956	chr1	-	160253089	160257442	160247570	160253085	Rabgap1l	3	nd
MmuEX1021269	chr6	+	23001978	23002276	23002293	23007273	Ptprz1	16	
MmuEX1014646	chr7	-	17036105	17037133	17035966	17036082	Hif3a	22	
MmuEX6042091	chr14	+	64669718	64708491	64708505	64714073	Kif13b	13	nd
MmuEX0025146	chr1	-	21466410	21469469	21457625	21466382	Kcnq5	27	ot
MmuEX0031637	chr9	+	31403075	31403454	31403630	31405550	Nfrkb	11	nd
MmuEX1028219	chr1	+	139424268	139424789	139424793	139429125	Zbtb41	3	nd
MmuEX0032060	chr17	-	32160002	32164162	32158983	32159991	Notch3	10	nd
MmuEX1010779	chr10	+	39511997	39514373	39514378	39515572	Fyn	4	nd
MmuEX6085049	chr11	+	48838933	48847514	48847538	48849477	Trim7	23	nd
MmuEX1015729	chr1	+	134560543	134560633	134560636	134585153	Kdm5b	2	nd
MmuEX6064638	chr9	-	24587067	24617440	24585628	24587041	Dpy19l2	25	
MmuEX1021085	chr7	-	29177840	29178918	29177232	29177824	Psmd8	15	nd
MmuEX6106641	chr2	+	160646263	160646607	160646633	160670099	Top1	25	nd
MmuEX0052319	chr4	-	19659748	19661965	19659630	19659733	Wwp1	14	
MmuEX1029319	chr5	+	87668327	87669012	87669034	87669513	Csn1s1	21	
MmuEX1007102	chrX	-	157918209	157934639	157910251	157918196	Cnksr2	12	nd
MmuEX1003827	chr18	+	36658139	36660413	36660419	36660996	Ankhd1	5	hi
MmuEX1022576	chr4	+	19580508	19585956	19585960	19586775	Rmdn1	3	nd
MmuEX0052911	chr8	+	40424170	40445777	40445805	40454516	Zdhhc2	27	nd
MmuEX1018139	chr7	-	143537756	143538216	143536040	143537752	Nap1l4	3	nd
MmuEX1018758	chr9	+	58643803	58651058	58651066	58651257	Nptn	7	nd
MmuEX1009057	chr8	-	104442108	104442473	104440591	104442104	Dync1li2	3	nd
MmuEX6051723	chr10	+	125997206	125997603	125997631	125998949	Lrig3	27	
MmuEX0032338	chr18	-	36023424	36024305	36022430	36023420	Nrg2	3	nd
MmuEX1017453	chr9	-	90107250	90110125	90103772	90107234	Morf4l1	15	nd
MmuEX6081551	chr12	-	74315757	74315980	74315157	74315745	Gm11042	11	
MmuEX1017268	chr19	+	32498518	32512307	32512311	32513972	Minpp1	3	nd
MmuEX0051821	chr8	-	54645359	54648219	54643226	54645337	Wdr17	21	
MmuEX1005676	chr11	-	50313612	50325492	50311785	50313598	Canx	13	nd
MmuEX0032385	chr19	+	6455281	6463830	6463848	6464020	Nrxn2	17	
MmuEX0028529	chr10	+	24882650	24883203	24883222	24888399	Med23	18	hi
MmuEX1004000	chr11	+	101326684	101328054	101328068	101328343	Aoc2	13	
MmuEX0034411	chr11	-	106662025	106671741	106655163	106662001	Pecam1	23	nd
MmuEX0043482	chr6	+	121359147	121360532	121360547	121360955	Slc6a12	14	
MmuEX6024005	chr1	+	45343502	45343993	45344020	45344458	Col3a1	26	
MmuEX6045340	chrX	+	100736838	100738116	100738143	100738229	Gdpd2	26	nd
MmuEX0054051	chr13	+	21363176	21363338	21363371	21363579	Zscan12	26	
MmuEX1020102	chr11	+	75603481	75603724	75603736	75609104	Pitpna	11	nd
MmuEX0008821	chr14	-	29124684	29170503	29105026	29124665	Cacna2d3	18	
MmuEX1023903	chr10	-	127173809	127173908	127173707	127173804	Slc26a10	4	nd
MmuEX1026844	chr17	-	24597138	24597204	24596954	24597045	Tsc2	18	nd
MmuEX1012700	chr7	+	71264302	71370013	71370020	71370334	Gm29328	6	
MmuEX1006323	chr2	+	179874210	179881169	179881194	179881809	Cdh4	24	
MmuEX1011515	chr4	+	117725064	117725308	117725322	117726666	Gm12845	13	
MmuEX0011521	chr9	+	113881752	113887044	113887322	113889957	Clasp2	3	nd
MmuEX7027958	chr13	-	92021726	92023594	91988040	92021704	Rasgrf2	21	
MmuEX1004805	chr15	-	38493170	38493473	38492360	38493144	Azin1	25	
MmuEX6103220	chr2	-	102346984	102357416	102304505	102346963	Trim44	20	nd
MmuEX1019303	chr7	-	107781872	107781969	107781748	107781860	Ovch2	11	
MmuEX0048384	chr7	+	123124716	123152163	123152186	123162493	Tnrc6a	22	nd
MmuEX6104557	chr2	-	125087704	125088862	125086717	125087676	Myef2	27	nd
MmuEX6017856	chr5	+	65391674	65392219	65392244	65392334	Lias	24	
MmuEX0037236	chr7	+	49826896	49827871	49827875	49828943	Prmt3	3	nd
MmuEX0053599	chr13	-	67551733	67553030	67546752	67551718	Zfp748	14	nd
MmuEX1018503	chr15	-	8344501	8350203	8343658	8344490	Nipbl	10	nd
MmuEX6016683	chr5	+	30919373	30919930	30919949	30920079	Emilin1	18	nd
MmuEX6005996	chr6	+	108482993	108484084	108484100	108485242	Itpr1	15	nd
MmuEX0025488	chr1	-	93026856	93036845	93025736	93026831	Kif1a	24	hi
MmuEX1020101	chr11	+	75603481	75603480	75603490	75609104	Pitpna	9	nd
MmuEX1004128	chr16	-	85031881	85056323	85030366	85031874	App	6	nd
MmuEX1025326	chr17	+	26966974	26970342	26970351	26970498	Syngap1	8	nd
MmuEX1016875	chr15	+	34355686	34371420	34371430	34378654	Matn2	9	nd
MmuEX6033238	chr19	-	46036000	46036106	46035838	46035982	Ldb1	17	
MmuEX6085227	chr11	+	51572131	51572757	51572785	51577073	Col23a1	27	nd
MmuEX1018110	chr4	+	155562456	155563973	155563980	155576992	Nadk	6	hi
MmuEX1028103	chr14	-	70700249	70701692	70699047	70700245	Xpo7	3	nd
MmuEX0029145	chr12	-	85240984	85245762	85240877	85240959	Mlh3	24	nd
MmuEX1026265	chr16	-	21940659	21947371	21938095	21940655	Tmem41a	3	nd
MmuEX1006364	chr10	+	40349722	40355624	40355629	40394324	Cdk19	4	nd
MmuEX1023061	chr5	-	92451646	92454039	92451466	92451642	Scarb2	3	nd
MmuEX1008140	chr3	-	88950883	88950960	88942829	88950868	Dap3	14	nd
MmuEX1013968	chr4	+	155491581	155518692	155518696	155527412	Gnb1	3	nd
MmuEX1024782	chr11	-	50201637	50202512	50200948	50201632	Sqstm1	4	nd
MmuEX0034764	chr2	+	92349449	92351608	92351632	92356863	Phf21a	23	hi
MmuEX0048859	chr7	-	102560616	102561787	102560069	102560592	Trim21	23	nd
MmuEX1022070	chr13	-	43468388	43480411	43461824	43468383	Ranbp9	4	nd
MmuEX0011698	chr5	-	123586355	123590792	123583639	123586333	Clip1	21	
MmuEX0039011	chr18	-	80199945	80200385	80197884	80199929	Rbfa	15	
MmuEX0030619	chr8	+	15129171	15130634	15130658	15131125	Myom2	23	
MmuEX6100260	chr2	-	30347105	30348554	30346701	30347080	Sh3glb2	24	nd
MmuEX1005677	chr11	-	50304877	50307469	50304516	50304873	Canx	3	nd
MmuEX1018140	chr7	-	143516776	143520383	143514638	143516772	Nap1l4	3	nd
MmuEX1024926	chr9	-	35075103	35119002	35055650	35075089	St3gal4	13	nd
MmuEX0025158	chr2	+	25909937	25910265	25910287	25911025	Kcnt1	21	nd
MmuEX1028483	chr7	+	6174102	6178283	6178297	6183789	Zfp444	13	nd
MmuEX6045464	chrX	+	101559945	101560933	101560949	101562073	Taf1	15	nd
MmuEX1008917	chr1	-	123340581	123341104	123336898	123340577	Dpp10	3	nd
MmuEX6007295	chr6	-	128578166	128578733	128576313	128578144	A2ml1	21	
MmuEX1017387	chr1	+	90928436	90928894	90928898	90930089	Mlph	3	nd
MmuEX1014929	chr9	+	44388605	44388684	44388692	44388791	Hyou1	7	nd
MmuEX1022830	chr7	-	114049940	114050300	114048252	114049929	Rras2	10	nd
MmuEX0044775	chr8	+	62951989	63113433	63113443	63113542	Spock3	9	hi
MmuEX1006894	chr9	+	113881752	113884912	113884916	113889957	Clasp2	3	nd
MmuEX1008761	chr11	-	100590600	100590886	100589990	100590596	Dnajc7	3	nd
MmuEX6102780	chr2	-	90474990	90479128	90471336	90474970	Ptprj	19	nd
MmuEX6073870	chr3	-	122919190	122919254	122913092	122919177	Gm10959	12	
MmuEX0027736	chr10	+	20000706	20019557	20019582	20023607	Map3k5	24	ot
MmuEX0037979	chr17	-	56421845	56422128	56421353	56421832	Ptprs	12	nd
MmuEX1002504	chr18	+	4649406	4650614	4650636	4672514	9430020K01Rik	21	
MmuEX6009911	chr7	+	30778270	30779677	30779705	30779832	Dmkn	27	nd
MmuEX0038000	chr4	-	131785761	131787307	131784438	131785742	Ptpru	18	hi
MmuEX1019867	chr2	+	178302839	178305083	178305088	178328140	Phactr3	4	nd
MmuEX1015486	chr10	+	80703281	80704179	80704195	80704417	Izumo4	15	nd
MmuEX6048682	chr10	-	61894061	61895333	61893942	61894033	Col13a1	27	
MmuEX1003283	chr8	-	111987368	111987822	111987253	111987345	Adat1	22	
MmuEX1026311	chr15	-	66560322	66560729	66559363	66560318	Tmem71	3	nd
MmuEX0043592	chr17	-	81441667	81441772	81437814	81441651	Slc8a1	15	ot
MmuEX6068499	chr9	+	106460150	106460275	106460300	106460396	Pcbp4	24	nd
MmuEX1018229	chr1	-	125960493	125976925	125915022	125960465	Nckap5	27	ot
MmuEX1029304	chrY	+	1023475	1027816	1027840	1028187	Eif2s3y	23	
MmuEX7033825	chr5	+	87825893	87841257	87841282	87846297	Prr27	24	
MmuEX6065979	chr9	+	54312944	54320430	54320449	54320787	Gldn	18	
MmuEX0012961	chr1	+	10058824	10059823	10059848	10064332	Cspp1	24	hi
MmuEX1016027	chr9	+	102537790	102538806	102538813	102538997	Ky	6	nd
MmuEX7002834	chr5	-	66629184	66630579	66628487	66629160	Uchl1os	23	
MmuEX1021020	chr8	-	67959576	67960386	67908887	67959572	Psd3	3	nd
MmuEX6016747	chr5	-	31166387	31167695	31166016	31166360	Gtf3c2	26	nd
MmuEX1020685	chr9	+	50858952	50861343	50861359	50861530	Ppp2r1b	15	
MmuEX1006755	chr4	+	8841276	8843296	8843321	8844311	Chd7	24	
MmuEX0050746	chr11	-	5719871	5722801	5718264	5719866	Urgcp	4	nd
MmuEX1001161	chr11	-	103203521	103208508	103201763	103203514	1700023F06Rik	6	
MmuEX0030021	chr9	+	89215471	89226170	89226184	89239841	Mthfs	13	nd
MmuEX0042005	chr19	-	60855853	60857209	60854061	60855826	Sfxn4	26	ot
MmuEX6078639	chr17	-	56862669	56862870	56861623	56862660	Acsbg2	8	
MmuEX1014223	chr5	-	112926953	112928655	112925463	112926949	Grk3	3	nd
MmuEX1010807	chr17	+	37070782	37071725	37071736	37071852	Gabbr1	10	
MmuEX1006732	chr6	-	32802322	32803889	32792927	32802309	Chchd3	12	nd
MmuEX0045510	chr12	-	91640039	91641720	91639806	91640035	Ston2	3	nd
MmuEX1026002	chr11	-	117825608	117825713	117824782	117825600	Tk1	7	ot
MmuEX1001167	chr14	-	32379711	32388255	32377972	32379696	1700024G13Rik	14	nd
MmuEX1025248	chr13	+	52611253	52611656	52611667	52612294	Syk	10	
MmuEX6058700	chr13	+	56637218	56638020	56638046	56638716	Tgfbi	25	nd
MmuEX0019261	chr5	+	74572586	74585045	74585073	74587002	Fip1l1	27	hi
MmuEX0029740	chr13	+	99405104	99405492	99405496	99409808	Mrps27	3	nd
MmuEX1022920	chr5	-	8579783	8603869	8579159	8579779	Rundc3b	3	nd
MmuEX1001222	chr13	-	97033671	97034181	97030423	97033655	1700029F12Rik	15	
MmuEX1019196	chr16	+	29589749	29595549	29595553	29602211	Opa1	3	nd
MmuEX1019882	chr3	-	30952298	30958008	30951032	30952289	Phc3	8	nd
MmuEX1011225	chr9	+	88753610	88754449	88754475	88760540	Gm10634	25	
MmuEX0012941	chr18	+	53948155	53948644	53948669	53953244	Csnk1g3	24	hi
MmuEX1028941	chr8	+	120562826	120562976	120562990	120566367	Gse1	13	nd
MmuEX0010598	chr4	-	70246975	70250352	70245498	70246947	Cdk5rap2	27	nd
MmuEX1019444	chr14	+	32284205	32290907	32290911	32295198	Parg	3	nd
MmuEX0008514	chr4	+	139363780	139364330	139364340	139364922	Emc1	9	hi
MmuEX1016833	chr2	+	60234998	60235080	60235104	60236753	March7	23	nd
MmuEX0035710	chr6	+	140536764	140537005	140537024	140543719	Plekha5	18	hi
MmuEX1001452	chr11	+	116672739	116673326	116673331	116673937	1810032O08Rik	4	nd
MmuEX1003672	chr5	-	121570955	121572016	121570762	121570951	Aldh2	3	nd
MmuEX0039062	chr19	-	4808099	4811171	4804016	4808083	Rbm14	15	nd
MmuEX0038414	chr7	+	126444308	126444417	126444430	126444522	Rabep2	12	nd
MmuEX0044386	chr8	+	45741580	45745419	45745447	45745785	Sorbs2	27	nd
MmuEX1017286	chr2	-	94246078	94264521	94238388	94246063	Mir670hg	14	
MmuEX0052595	chr3	+	16183521	16183921	16183947	16189477	Ythdf3	25	ot
MmuEX1004040	chr10	-	80720123	80721119	80719813	80720116	Ap3d1	6	nd
MmuEX1006853	chr16	+	10503729	10503869	10503897	10506195	Ciita	27	
MmuEX1010712	chr5	-	73028507	73032757	73027385	73028479	Fryl	27	nd
MmuEX7000950	chr2	+	67413749	67418847	67418871	67433049	Gm21830	23	
MmuEX1009459	chr1	-	181945053	181956393	181930763	181945040	Enah	12	
MmuEX1023371	chr7	-	99349606	99353052	99349465	99349602	Serpinh1	3	nd
MmuEX1000037	chr2	+	144459401	144460990	144461016	144463842		25	
MmuEX1017429	chr1	+	55136740	55137393	55137397	55145123	Mob4	3	nd
MmuEX6020208	chr5	-	116472534	116475175	116471293	116472506	Srrm4	27	
MmuEX6028812	chr1	+	164054728	164055553	164055576	164055676	Sele	22	
MmuEX1007631	chr5	-	87696178	87696315	87696073	87696153	Csn2	24	
MmuEX1015426	chr11	+	104644006	104657306	104657333	104658722	Itgb3	26	
MmuEX0042485	chr6	-	52003107	52003649	51996125	52003080	Skap2	26	nd
MmuEX0000493	chr7	-	44230916	44231325	44230642	44230842	1700028J19Rik	19	lo
MmuEX0002180	chr2	-	155975713	155976376	155975480	155975703	6430550D23Rik	9	
MmuEX0032539	chr2	-	29204925	29207417	29200949	29204897	Ntng2	27	nd
MmuEX1005201	chr2	+	18683032	18683278	18683284	18683368	Bmi1	5	
MmuEX0047507	chr9	-	67363362	67365904	67362818	67363358	Tln2	3	nd
MmuEX1005976	chr18	-	22131438	22166453	22067726	22131414	Ccdc178	23	
MmuEX0038271	chr6	-	85342362	85347779	85337671	85342342	Rab11fip5	19	ot
MmuEX1005772	chrX	-	13594578	13600356	13586966	13594564	Cask	13	nd
MmuEX1009563	chr7	+	5082122	5082316	5082332	5083729	Epn1	15	nd
MmuEX6049265	chr10	-	76614130	76614336	76613321	76614108	Col6a2	21	nd
MmuEX1019106	chr2	+	29893513	29898491	29898496	29901076	Odf2	4	nd
MmuEX0027006	chr4	+	116095915	116096207	116096219	116096322	Lrrc41	11	
MmuEX1010497	chr9	-	32467461	32476561	32465840	32467445	Fli1	15	
MmuEX0008722	chr8	+	84594221	84597479	84597486	84601388	Cacna1a	6	nd
MmuEX0021319	chr2	+	174327942	174328107	174328132	174334211	Gnas	24	hi
MmuEX1004981	chr17	+	34444059	34445486	34445499	34446956	BC051142	12	nd
MmuEX0000738	chr13	+	63282259	63286814	63286828	63296857	2010111I01Rik	13	nd
MmuEX1023365	chr11	-	75414821	75414920	75414050	75414808	Serpinf1	12	
MmuEX1003126	chrX	-	142353959	142360386	142351616	142353954	Acsl4	4	nd
MmuEX1028144	chr18	-	40209518	40210747	40207869	40209499	Yipf5	18	
MmuEX0032549	chr3	-	87783305	87783669	87783130	87783286	Ntrk1	18	nd
MmuEX6007769	chr6	-	141982323	141985487	141982107	141982312	Gm6614	10	
MmuEX7006738	chr11	+	51441515	51549692	51549720	51553835	Col23a1	27	nd
MmuEX6100677	chr2	-	33041470	33045487	33034786	33041442	Garnl3	27	nd
MmuEX0001018	chr15	+	8212479	8212628	8212638	8213706	2410089E03Rik	9	
MmuEX0032492	chr11	-	100440840	100441043	100440255	100440828	Nt5c3b	11	nd
MmuEX0035283	chr11	-	107320801	107321586	107296271	107320792	Pitpnc1	8	nd
MmuEX6037548	chr8	+	94938659	94941504	94941527	94942031	Adgrg5	22	
MmuEX1011076	chr4	-	127328971	127329075	127326772	127328955	Gjb3	15	nd
MmuEX1006228	chr7	+	143066763	143067018	143067022	143067146	Cd81	3	nd
MmuEX1006391	chr11	+	52011326	52012438	52012442	52018276	Cdkl3	3	nd
MmuEX1018959	chr3	-	37417869	37419341	37416905	37417858	Nudt6	10	nd
MmuEX0050611	chr9	-	73812974	73930596	73812391	73812950	Unc13c	23	
MmuEX6072553	chr3	-	95324842	95325717	95324394	95324824	Setdb1	17	
MmuEX1007400	chr8	+	120668356	120668853	120668857	120669308	Cox4i1	3	nd
MmuEX1014833	chr1	+	36069185	36093766	36093772	36103512	Hs6st1	5	nd
MmuEX1010385	chr1	+	36412704	36413089	36413116	36414775	Fer1l5	26	
MmuEX1014502	chr15	-	97814720	97825117	97811629	97814708	Hdac7	11	nd
MmuEX1022793	chr14	+	24493494	24493616	24493620	24495774	Rps24	3	
MmuEX0044939	chr5	-	23526816	23527896	23525746	23526789	Srpk2	26	nd
MmuEX1028900	chr11	+	72917870	72917986	72917996	72922329	Zzef1	9	nd
MmuEX1001466	chr16	+	36255643	36256324	36256336	36257246	2010005H15Rik	11	
MmuEX0033034	chr14	+	32322117	32322321	32322325	32323878	Ogdhl	3	nd
MmuEX0007977	chr18	+	32424968	32429699	32429724	32431982	Bin1	24	hi
MmuEX6100456	chr2	+	32051149	32051773	32051799	32052118	Nup214	25	nd
MmuEX1028170	chr5	+	86826812	86828494	86828508	86830553	Ythdc1	13	nd
MmuEX0041726	chr11	+	87568959	87570298	87570307	87578941	Sept4	8	
MmuEX1005630	chr17	-	87444452	87446792	87442727	87444448	Calm2	3	nd
MmuEX0025049	chr2	-	62845775	62850349	62837281	62845753	Kcnh7	21	
MmuEX7000813	chr2	+	25676822	25681250	25681277	25681452	Lcn6	26	
MmuEX0040864	chr13	-	11634331	11635524	11624261	11634306	Ryr2	24	hi
MmuEX1019710	chr3	-	142312028	142312122	142306299	142312022	Pdlim5	5	nd
MmuEX6047898	chr10	+	33437748	33438791	33438819	33439174	Trdn	27	
MmuEX0025091	chr14	-	23432242	23435949	23386354	23432232	Kcnma1	9	ot
MmuEX1025066	chr6	+	146725048	146735016	146735023	146758460	Stk38l	6	
MmuEX1027250	chr3	+	88553913	88554404	88554420	88555401	Ubqln4	15	nd
MmuEX1018143	chr2	-	148705517	148706945	148703326	148705495	Napb	21	
MmuEX1014405	chr17	-	36030392	36030577	36030232	36030370	H2-T23	21	
MmuEX1019657	chr3	-	97723956	97724088	97719718	97723950	Pde4dip	5	nd
MmuEX0011484	chr2	+	91599379	91599603	91599628	91600640	Ckap5	24	hi
MmuEX0026972	chr7	-	67622598	67628294	67619112	67622570	Lrrc28	27	nd
MmuEX1015081	chr18	+	36749438	36749523	36749544	36751103	Ik	20	
MmuEX0048955	chr8	-	43136560	43138566	43136374	43136536	Triml1	23	
MmuEX1018080	chr13	+	59595383	59595499	59595505	59598039	Naa35	5	nd
MmuEX1007596	chr5	+	112263648	112266359	112266368	112267323	Crybb1	8	nd
MmuEX1010976	chr7	-	118695387	118698554	118695142	118695383	Gde1	3	nd
MmuEX0045422	chr15	-	35114959	35115564	35114658	35114937	Stk3	21	
MmuEX1025377	chr18	-	31444716	31445299	31444266	31444702	Syt4	13	
MmuEX0021023	chr5	-	104071985	104072067	104071255	104071972	Gm17660	12	
MmuEX1020295	chr15	-	76181747	76182909	76178386	76181743	Plec	3	nd
MmuEX0032393	chr12	+	89187324	89191152	89191177	89193045	Nrxn3	24	
MmuEX1028879	chr9	-	64168774	64171468	64168665	64168766	Zwilch	7	nd
MmuEX0043382	chr2	+	62316682	62317475	62317515	62324724	Slc4a10	17	hi
MmuEX1005823	chr2	+	154500544	154504081	154504097	154504552	Cbfa2t2	15	nd
MmuEX1025381	chr19	+	10435686	10438111	10438127	10439151	Syt7	15	
MmuEX1009787	chr15	-	53080417	53083084	53075930	53080413	Ext1	3	nd
MmuEX0046015	chr12	+	32967744	32968633	32968644	32969180	Sypl	10	hi
MmuEX0019673	chr5	-	73050876	73054052	73050506	73050866	Fryl	9	hi
MmuEX1025548	chr15	+	57938103	57939689	57939693	57940622	Tbc1d31	3	nd
MmuEX1016358	chr2	+	160899830	160901508	160901515	160901657	Lpin3	6	nd
MmuEX6095773	chr4	+	121043750	121043994	121044019	121045140	Col9a2	24	
MmuEX1017221	chr4	-	155668838	155668990	155668731	155668814	Mib2	23	hi
MmuEX0032302	chr5	+	31245846	31246321	31246346	31247341	Nrbp1	24	hi
MmuEX7033481	chr2	+	30274724	30277622	30277645	30279954	Phyhd1	22	nd
MmuEX1003157	chr12	-	80254296	80259855	80209474	80254291	Actn1	4	nd
MmuEX0012341	chr9	-	105890378	105892122	105889384	105890365	Col6a5	12	
MmuEX1011845	chr17	+	31155680	31158039	31158044	31159010	Gm15318	4	
MmuEX0038818	chr11	+	54668738	54671654	54671679	54676194	Rapgef6	24	ot
MmuEX7004804	chr10	-	68026113	68026294	68025697	68026087	Gm16212	25	
MmuEX0053064	chrX	-	21060529	21061937	21036773	21060502	Zfp182	26	
MmuEX0051652	chr19	+	55381020	55387188	55387210	55391783	Vti1a	21	hi
MmuEX1025131	chr7	+	127846626	127847363	127847368	127848387	Stx4a	4	nd
MmuEX0048887	chr7	-	104411946	104412214	104411670	104411918	Trim30a	27	
MmuEX0028558	chr7	-	67348438	67349868	67316983	67348417	Mef2a	20	nd
MmuEX6085310	chr11	+	53163152	53164410	53164438	53165753	Fstl4	27	nd
MmuEX0030562	chr9	+	80300667	80303272	80303300	80306959	Myo6	27	hi
MmuEX0032395	chr12	+	90283651	90292730	90292734	90332108	Nrxn3	3	
MmuEX6013263	chr7	+	112572930	112575354	112575375	112576399	Parva	20	nd
MmuEX1004840	chr13	+	55693348	55694648	55694653	55699072	B230219D22Rik	4	nd
MmuEX1022324	chr9	+	52082536	52084526	52084530	52085102	Rdx	3	nd
MmuEX6071769	chr3	+	87435949	87440187	87440209	87442004	Fcrl5	21	
MmuEX6031882	chr19	+	18855673	18870499	18870526	18892003	Trpm6	26	
MmuEX1014744	chr14	-	52084392	52098014	52081904	52084380	Hnrnpc	11	nd
MmuEX0000368	chr8	+	129072717	129109899	129109921	129131038	Ccdc7b	21	
MmuEX1027415	chr4	-	116074159	116074915	116070758	116074155	Uqcrh	3	nd
MmuEX1029316	chr5	+	87679050	87680051	87680076	87680819	Csn1s1	24	
MmuEX0047178	chr3	+	89218131	89218856	89218884	89219046	Thbs3	27	nd
MmuEX0006714	chr9	-	53461121	53462480	53461011	53461111	Atm	9	
MmuEX1017678	chr17	+	83792765	83796357	83796361	83800049	Mta3	3	nd
MmuEX1008424	chr5	-	108651651	108652393	108650969	108651636	Dgkq	14	nd
MmuEX6059564	chr13	+	91783029	91784280	91784408	91784630	Acot12	24	
MmuEX1016176	chr4	+	101792071	101813707	101813727	101814447	Lepr	19	
MmuEX6055541	chr15	+	88820640	88821202	88821227	88821923	Creld2	24	
MmuEX6001866	chr18	+	61117413	61117531	61117557	61118951	Csf1r	25	
MmuEX0042251	chr7	+	144396432	144396637	144396647	144405329	Shank2	9	hi
MmuEX1010337	chr13	-	98754445	98755079	98752346	98754432	Fcho2	12	
MmuEX0026936	chr13	-	24102084	24106308	24099664	24102071	Carmil1	12	
