event,chrom,strand,upIntStart,upIntEnd,dnIntStart,dnIntEnd,geneName,lengthDiff,label,group,wt_neural_high_pred,ME,geneID,mes3,mes5,conservation,neural_high_pred
putative_microexon_000976163,chr15,-,72017438,72020917,72010447,72017435,MYO9A,3,,novel_mic,0.00041320856,chr15_-_72017435_72017438,ENSG00000066933,0.4196536705152255,9.460921594003064,0.0584942532754128,0.005829591
putative_microexon_000156237,chr4,+,98293515,98349248,98349252,98416744,RAP1GDS1,4,,novel_mic,2.749212e-06,chr4_+_98349248_98349252,ENSG00000138698,0.3988353231118023,7.441521981612196,0.328833333709031,0.0005767461
putative_microexon_001233498,chr4,-,155370793,155373135,155368809,155370790,MAP9,3,,novel_mic,0.00013647744,chr4_-_155370790_155370793,ENSG00000164114,0.5543937556207509,7.457458132763099,0.0337298850444595,0.0014707497
putative_microexon_001178626,chr13,+,51719348,51726187,51726191,51727677,WDFY2,4,,novel_mic,1.3474721e-05,chr13_+_51726187_51726191,ENSG00000139668,3.667482576552576,5.693981752736012,0.0381954024183221,0.0003932645
putative_microexon_000456247,chr8,+,131904322,131905306,131905330,131940498,EFR3A,24,,novel_mic,3.882167e-05,chr8_+_131905306_131905330,ENSG00000132294,5.453074470785824,8.941207651876503,0.1595000000973717,0.0058296216
putative_microexon_000403813,chr1,+,35972232,35992969,35992974,36004340,AGO3,5,,novel_mic,2.0940981e-06,chr1_+_35992969_35992974,ENSG00000126070,3.271427899733016,10.238510699199464,0.177413794346523,0.00077206834
putative_microexon_000450626,chr9,+,37126942,37165922,37165935,37302187,ZCCHC7,13,,novel_mic,3.620042e-07,chr9_+_37165922_37165935,ENSG00000147905,6.749291013361608,10.673586215047392,0.1612817674916422,0.0006849138
putative_microexon_000450764,chr2,-,95875661,95876438,95860074,95875639,ANKRD36C,22,,novel_mic,1.3665564e-05,chr2_-_95875639_95875661,ENSG00000174501,3.365412099024592,8.022881776791067,0.1612368424962225,0.0005766101
putative_microexon_000504531,chrX,-,38277857,38290958,38276772,38277853,RPGR,4,,novel_mic,6.379841e-05,chrX_-_38277853_38277857,ENSG00000156313,1.693795851594322,10.473739331567206,0.145011493786313,0.0037941546
putative_microexon_000504621,chr14,+,61050636,61051369,61051394,61051786,SLC38A6,25,,novel_mic,0.00092797057,chr14_+_61051369_61051394,ENSG00000139974,8.766948615029337,8.651605904910204,0.1449844546500265,0.0105904555
putative_microexon_001800215,chr2,-,207095412,207124343,207088581,207095409,KLF7,3,,novel_mic,4.1761446e-06,chr2_-_207095409_207095412,ENSG00000118263,4.318557991350999,6.126642544873556,0.0045229885707095,0.0017085887
putative_microexon_001138027,chr18,+,54718141,54860024,54860028,54877566,RAB27B,4,,novel_mic,0.00085963047,chr18_+_54860024_54860028,ENSG00000041353,0.988942895714796,8.779843135135424,0.041747126363662,0.0023536752
putative_microexon_001138127,chr2,+,208273733,208275709,208275735,208285725,PIKFYVE,26,,novel_mic,0.52601373,chr2_+_208275709_208275735,ENSG00000115020,9.38410842042563,10.125612542760935,0.0417371136580411,0.020766294
putative_microexon_001138161,chr6,-,106594271,106619201,106583420,106594247,RTN4IP1,24,,novel_mic,3.1960762e-06,chr6_-_106594247_106594271,ENSG00000130347,3.677280646654877,9.458904555533318,0.0417343752615124,0.0002583535
putative_microexon_001085353,chr8,+,50394265,50747835,50747861,50792670,SNTG1,26,,novel_mic,0.000106964544,chr8_+_50747835_50747861,ENSG00000147481,1.645354430783878,6.524653263896188,0.0466855671220775,0.0009299195
putative_microexon_000053039,chrX,+,110944628,111099329,111099332,111123076,PAK3,3,,novel_mic,0.0006572611,chrX_+_111099329_111099332,ENSG00000077264,0.8244644766805819,5.069216365521568,0.5244252881511575,0.0012737941
putative_microexon_000053546,chr2,+,172922300,172960813,172960827,172961121,RAPGEF4,14,,novel_mic,0.0009401933,chr2_+_172960813_172960827,ENSG00000091428,1.0881101198648728,5.556995418098153,0.5225934070819006,0.06718772
putative_microexon_000048485,chr18,+,58044708,58360999,58361002,58390645,NEDD4L,3,,novel_mic,0.0023712667,chr18_+_58360999_58361002,ENSG00000049759,4.879728526798865,10.21810135506964,0.5422471263606486,0.0074449014
putative_microexon_000049479,chr13,-,21392983,21400372,21391854,21392958,ZDHHC20,25,,novel_mic,0.13984552,chr13_-_21392958_21392983,ENSG00000180776,1.91619398990808,8.375679825370613,0.5381813481790279,0.29122883
putative_microexon_000050732,chr17,+,12021001,12095462,12095466,12095574,MAP2K4,4,,novel_mic,3.4045186e-06,chr17_+_12095462_12095466,ENSG00000065559,2.1202815817343934,5.730166211770165,0.5332241375133095,0.0010042062
putative_microexon_001087790,chr16,-,70956790,70959646,70955548,70956764,HYDIN,26,,novel_mic,0.025645666,chr16_-_70956764_70956790,ENSG00000157423,6.648218934990275,7.233014019571879,0.0464536083571747,0.047195554
putative_microexon_001088372,chr4,+,98261569,98266602,98266605,98293407,RAP1GDS1,3,,novel_mic,1.6313124e-05,chr4_+_98266602_98266605,ENSG00000138698,2.2749137337315983,5.990206571037276,0.0463965518002655,0.0015358669
putative_microexon_001247957,chr5,+,7414770,7416701,7416706,7520737,ADCY2,5,,novel_mic,7.213431e-06,chr5_+_7416701_7416706,ENSG00000078295,1.7214254149748651,8.829153191215111,0.0326091954765584,0.0013323075
putative_microexon_001849091,chr1,+,39753052,39762651,39762655,39763688,PPIE,4,,novel_mic,1.2599134e-05,chr1_+_39762651_39762655,ENSG00000084072,4.392967858416646,8.731178572586156,0.0023850574975715,0.0020689887
putative_microexon_001851216,chr9,+,89328886,89330930,89330935,89332907,SECISBP2,5,,novel_mic,2.4357849e-05,chr9_+_89330930_89330935,ENSG00000187742,0.1089568157889491,6.423575571227043,0.0022643678560692,0.0003080275
putative_microexon_000397932,chr20,+,20098814,20120205,20120214,20142856,CFAP61,9,,novel_mic,0.0010385301,chr20_+_20120205_20120214,ENSG00000089101,10.02372578172726,6.7493049962430405,0.1795536719215244,0.009309784
putative_microexon_000400039,chr14,-,95092593,95093887,95091109,95092568,DICER1,25,,novel_mic,0.99792457,chr14_-_95092568_95092593,ENSG00000100697,7.010010302462858,10.47145373488726,0.1787668387568435,0.6496766
putative_microexon_000545761,chr4,-,148234992,148259977,148194862,148234989,NR3C2,3,,novel_mic,1.2197537e-05,chr4_-_148234989_148234992,ENSG00000151623,0.443896108247674,8.726968498338673,0.1339597705599113,0.00038406116
putative_microexon_000546073,chr11,-,16169375,16183885,16111923,16169372,SOX6,3,,novel_mic,5.140509e-05,chr11_-_16169372_16169375,ENSG00000110693,1.55449338140346,9.428638747339246,0.1338793104079594,0.0063192104
putative_microexon_001763113,chr2,-,70478472,70514858,70465733,70478469,TGFA,3,,novel_mic,3.702203e-05,chr2_-_70478469_70478472,ENSG00000163235,0.1416998131226906,7.538220762487686,0.0059195402661745,0.0012004211
putative_microexon_001867168,chr2,+,237967132,238018857,238018860,238057157,UBE2F,3,,novel_mic,9.639962e-07,chr2_+_238018857_238018860,ENSG00000184182,7.825934320660603,5.464665233338335,0.1159540230051036,0.0007867834
putative_microexon_001229442,chr4,-,6368267,6372522,6348010,6368260,PPP2R2C,7,,novel_mic,8.293143e-06,chr4_-_6368260_6368267,ENSG00000074211,6.13419661006673,7.527601011340835,0.0340400001646152,0.004222
putative_microexon_001205039,chr2,+,216081973,216082615,216082619,216095837,TMEM169,4,,novel_mic,3.9930164e-06,chr2_+_216082615_216082619,ENSG00000163449,6.41027873768324,7.746012844213016,0.0359827583661067,0.0002119492
putative_microexon_001206998,chr9,+,79612718,79641762,79641765,79652592,TLE4,3,,novel_mic,0.00034676067,chr9_+_79641762_79641765,ENSG00000106829,0.0908268165426196,7.793784342339326,0.0358275861175591,0.0011317164
putative_microexon_001811808,chr12,-,24483679,24562332,24368639,24483674,SOX5,5,,novel_mic,8.9037223e-07,chr12_-_24483674_24483679,ENSG00000134532,0.7341807890760504,8.229676984654796,0.0040747126906938,9.422673e-05
putative_microexon_001811821,chr6,-,161154000,161154148,161153499,161153996,AGPAT4,4,,novel_mic,1.7584287e-05,chr6_-_161153996_161154000,ENSG00000026652,3.732405140803981,6.308680044330849,0.0040747126532268,0.0003121786
putative_microexon_001172255,chr15,+,49632302,49633907,49633911,49634535,DTWD1,4,,novel_mic,3.7761347e-06,chr15_+_49633907_49633911,ENSG00000104047,0.1704695047150503,6.118213209804371,0.0387413793192619,0.0028946397
putative_microexon_000063160,chr4,+,40113508,40116620,40116629,40117868,N4BP2,9,,novel_mic,0.11952692,chr4_+_40116620_40116629,ENSG00000078177,6.515923444591392,6.127385505095488,0.4903050848463087,0.03094593
putative_microexon_000063308,chr10,+,73125243,73125509,73125533,73130702,NUDT13,24,,novel_mic,3.924791e-06,chr10_+_73125509_73125533,ENSG00000166321,4.823662452256503,5.489562243519604,0.489895834761531,0.0006658422
putative_microexon_000063727,chr17,-,37345066,37406261,37330335,37345061,ACACA,5,,novel_mic,2.8335178e-06,chr17_-_37345061_37345066,ENSG00000278540,0.4311096982343179,6.997010625298505,0.4886149423218321,0.00015234576
putative_microexon_000064036,chr3,+,141228803,141234868,141234885,141260122,PXYLP1,17,,novel_mic,1.5922356e-05,chr3_+_141234868_141234885,ENSG00000155893,7.285284251060387,5.059468617950069,0.4876162162245679,0.0018168092
putative_microexon_000064694,chr6,-,55499317,55541728,55439559,55499299,HMGCLL1,18,,novel_mic,1.9899132e-06,chr6_-_55499299_55499317,ENSG00000146151,3.2020200383836186,7.760657838893201,0.4855967743556336,0.0008754623
putative_microexon_000064766,chr7,+,24573593,24603113,24603116,24641715,MPP6,3,,novel_mic,2.197714e-05,chr7_+_24603113_24603116,ENSG00000105926,4.315787308478414,5.010155009415497,0.4854195384046427,0.00010011106
putative_microexon_000066638,chr3,+,141586752,141604142,141604145,141607677,RASA2,3,,novel_mic,1.1889095e-05,chr3_+_141604142_141604145,ENSG00000155903,5.126345868983005,8.734326844723375,0.4800057468036639,0.00018502504
putative_microexon_001050174,chr14,-,89295414,89350671,89281014,89295409,FOXN3,5,,novel_mic,5.3221943e-06,chr14_-_89295409_89295414,ENSG00000053254,1.9902376436509408,8.68006700219329,0.0502356319519659,0.00059399544
putative_microexon_001071608,chr21,-,45534788,45537770,45532148,45534784,SLC19A1,4,,novel_mic,0.00019715833,chr21_-_45534784_45534788,ENSG00000173638,3.922903274577738,8.00287353923789,0.0480459770843408,0.005113312
putative_microexon_000068605,chr11,+,74817714,74834555,74834578,74834675,RNF169,23,,novel_mic,0.7252148,chr11_+_74834555_74834578,ENSG00000166439,8.928582545102673,10.0978441336212,0.4745340319405217,0.062737025
putative_microexon_001175641,chr10,-,7595382,7615981,7586069,7595376,ITIH5,6,,novel_mic,0.00017563936,chr10_-_7595376_7595382,ENSG00000123243,6.020272349080939,9.787718441202394,0.0384540230379675,0.00037102995
putative_microexon_001203477,chr1,-,51826275,51827795,51825382,51826255,NRDC,20,,novel_mic,0.1386859,chr1_-_51826255_51826275,ENSG00000078618,7.262291610236657,10.65466266155747,0.0361117020371974,0.060708813
putative_microexon_001203896,chr11,-,9242974,9264960,9206782,9242962,DENND5A,12,,novel_mic,1.3663154e-07,chr11_-_9242962_9242974,ENSG00000184014,1.2632836735220951,10.673586215047392,0.0360777780077316,0.00013873531
putative_microexon_001807405,chr20,+,16041278,16047673,16047676,16049832,MACROD2,3,,novel_mic,3.2972137e-05,chr20_+_16047673_16047676,ENSG00000172264,3.4023592984836197,7.878956672243344,0.0042471264685696,0.00021245462
putative_microexon_001807406,chr8,-,13235351,13305268,13115657,13235348,DLC1,3,,novel_mic,2.5701986e-06,chr8_-_13235348_13235351,ENSG00000164741,3.793789790747381,7.873954292482018,0.0042471264679006,0.0002652548
putative_microexon_001860676,chr7,-,159031496,159031827,159030789,159031493,VIPR2,3,,novel_mic,0.053855535,chr7_-_159031493_159031496,ENSG00000106018,5.943167437042463,7.1539868147337735,0.0015977011804854,0.04690061
putative_microexon_001864090,chr1,+,3244137,3291826,3291829,3385151,PRDM16,3,,novel_mic,5.374996e-05,chr1_+_3291826_3291829,ENSG00000142611,1.507709989075221,5.560187854702757,0.0012298850737372,0.00043009967
putative_microexon_000542995,chr1,+,92139430,92141681,92141692,92147179,BTBD8,11,,novel_mic,0.22093284,chr1_+_92141681_92141692,ENSG00000189195,5.5254373633035625,10.998354285522844,0.1346759771376681,0.036472972
putative_microexon_000543790,chr2,+,206587375,206587716,206587734,206588090,ADAM23,18,,novel_mic,0.118554406,chr2_+_206587716_206587734,ENSG00000114948,5.207742821885306,10.673586215047392,0.1344677430724034,0.08922329
putative_microexon_000545569,chr5,+,79657001,79662854,79662858,79668891,TENT2,4,,novel_mic,3.3325206e-05,chr5_+_79662854_79662858,ENSG00000164329,3.7690262442941735,8.347518499340195,0.1340114939977928,0.0026077752
putative_microexon_001922828,chr15,+,48178400,48178863,48178866,48220633,SLC12A1,3,,novel_mic,0.000106128275,chr15_+_48178863_48178866,ENSG00000074803,5.160167420540019,5.504811787410002,0.1511609186217638,0.0009812803
putative_microexon_001923053,chr17,+,47292568,47298373,47298381,47299307,ITGB3,8,,novel_mic,0.029090993,chr17_+_47298373_47298381,ENSG00000259207,3.832770660907245,7.81338547511576,0.0527443184658874,0.013242715
putative_microexon_001327351,chr2,-,190220483,190244886,190213075,190220466,HIBCH,17,,novel_mic,0.913773,chr2_-_190220466_190220483,ENSG00000198130,8.420672840230322,6.999061388843799,0.0269945944218921,0.18028001
putative_microexon_001219905,chr8,+,15673836,15739931,15739934,15743537,TUSC3,3,,novel_mic,2.3362805e-05,chr8_+_15739931_15739934,ENSG00000104723,8.848864925337475,5.461472996675407,0.0347873567196743,0.0006063834
putative_microexon_001870830,chr2,+,197500439,197538990,197538993,197540110,MOB4,3,,novel_mic,0.046494175,chr2_+_197538990_197538993,ENSG00000115540,4.204014483840113,8.065236294774634,0.0557183905520701,0.09662383
putative_microexon_000060246,chr2,+,199959880,199962084,199962107,200005742,MAIP1,23,,novel_mic,5.100481e-06,chr2_+_199962084_199962107,ENSG00000162972,1.555976476486306,8.266635873354394,0.4996439793478717,0.00079371553
putative_microexon_000060478,chr7,+,44796793,44801259,44801286,44821993,PPIA,27,,novel_mic,0.0045539946,chr7_+_44801259_44801286,ENSG00000196262,5.155080003260276,5.635085192208348,0.4989076936480183,0.011359577
putative_microexon_000061163,chr3,-,129892467,129893493,129832826,129892464,TMCC1,3,,novel_mic,1.529149e-06,chr3_-_129892464_129892467,ENSG00000172765,7.560694404650558,6.037121249381966,0.4965114950037818,0.00024667484
putative_microexon_000061570,chr1,+,40766685,40769442,40769445,40771383,NFYC,3,,novel_mic,4.3744203e-06,chr1_+_40769442_40769445,ENSG00000066136,1.0360382020355434,7.132256709256433,0.4953333334636007,0.0005728009
putative_microexon_001061708,chr2,-,9555045,9555508,9527954,9555042,ADAM17,3,,novel_mic,4.230777e-05,chr2_-_9555042_9555045,ENSG00000151694,4.107154303075752,7.8193366595988385,0.0490632180904637,0.0004648283
putative_microexon_001036874,chr9,+,112817815,112830092,112830096,112830724,SNX30,4,,novel_mic,2.9524725e-05,chr9_+_112830092_112830096,ENSG00000148158,0.0631341197831859,6.296680626787054,0.0516264366893226,0.00016401443
putative_microexon_000111095,chr6,-,154355086,154356671,154289756,154355066,IPCEF1,20,,novel_mic,6.791028e-06,chr6_-_154355066_154355086,ENSG00000074706,0.1068745739302838,7.332814208048481,0.3877499999745967,0.0002716043
putative_microexon_001016653,chr2,+,56193440,56211170,56211174,56342878,CCDC85A,4,,novel_mic,5.1991567e-05,chr2_+_56211170_56211174,ENSG00000055813,1.092851025409696,5.828538863809015,0.0538505745319724,0.0006989144
putative_microexon_000057780,chr22,-,36308813,36309281,36306607,36308807,MYH9,6,,novel_mic,0.9983011,chr22_-_36308807_36308813,ENSG00000100345,9.24405212781112,6.6000487114052895,0.5078045963804805,0.4170498
putative_microexon_000058228,chr8,+,86540334,86542059,86542074,86544739,CPNE3,15,,novel_mic,0.0028963224,chr8_+_86542059_86542074,ENSG00000085719,3.467678428615786,8.651605904910204,0.5063114750543812,0.09354916
putative_microexon_001222909,chr17,-,82268200,82273305,82255577,82268197,CSNK1D,3,,novel_mic,0.000115611685,chr17_-_82268197_82268200,ENSG00000141551,3.3017114488713064,7.664770015330252,0.0345517239384834,0.0007602224
putative_microexon_001874732,chr6,-,169663134,169672254,169602321,169663119,WDR27,15,,novel_mic,4.6007943e-05,chr6_-_169663119_169663134,ENSG00000184465,3.3785099387760487,7.37531308012726,0.0014426229919861,0.001514343
putative_microexon_001875097,chr6,-,169482712,169582835,169433402,169482709,WDR27,3,,novel_mic,0.0014431381,chr6_-_169482709_169482712,ENSG00000184465,1.0700746484839154,10.125612542760935,0.1698275867196592,0.0026950035
putative_microexon_001200085,chrX,-,110737268,110759660,110700721,110737265,CHRDL1,3,,novel_mic,2.2403722e-06,chrX_-_110737265_110737268,ENSG00000101938,5.664899361493164,6.82455301473033,0.0363965518765911,0.00074297324
putative_microexon_001915485,chr19,+,57819945,57833594,57833597,57858575,ZNF587,3,,novel_mic,2.3707093e-05,chr19_+_57833594_57833597,ENSG00000198466,5.864072903993398,6.915201667172068,0.0785804598956186,0.0024963003
putative_microexon_001918539,chr2,-,53777654,53859827,53750941,53777650,ASB3,4,,novel_mic,1.1061737e-06,chr2_-_53777650_53777654,ENSG00000115239,5.479363126065054,8.734326844723375,0.1509942529567828,0.00021670516
putative_microexon_001918586,chr2,-,53765376,53859827,53750941,53765360,ASB3,16,,novel_mic,3.76502e-07,chr2_-_53765360_53765376,ENSG00000115239,3.4199996416402647,9.260300721583668,0.53325000119145,0.00013230325
putative_microexon_001918597,chr2,-,53761177,53859827,53750941,53761173,ASB3,4,,novel_mic,1.4394402e-05,chr2_-_53761173_53761177,ENSG00000115239,2.954332139456148,5.417302706838717,0.1066494253363685,0.0002721489
putative_microexon_000445864,chr9,-,93336078,93346073,93335976,93336072,C9orf129,6,,novel_mic,6.026083e-06,chr9_-_93336072_93336078,ENSG00000204352,0.616696905499561,6.646370265199091,0.1628103450030334,0.0014219973
putative_microexon_000420586,chr5,+,69567053,69577803,69577813,69592190,GTF2H2C,10,,novel_mic,0.0028701934,chr5_+_69577803_69577813,ENSG00000183474,2.4112723562186096,9.549187423312311,0.1713426969193309,0.008753916
putative_microexon_000423365,chr1,-,169289169,169298555,169287408,169289164,NME7,5,,novel_mic,1.254869e-06,chr1_-_169289164_169289169,ENSG00000143156,3.8056411428713366,9.1577319256299,0.1703793109988729,0.00018339019
putative_microexon_000628875,chr4,-,146784795,146803456,146707548,146784792,TTC29,3,,novel_mic,2.8005334e-05,chr4_-_146784792_146784795,ENSG00000137473,2.772764437644262,5.727980971819767,0.1142988506157283,0.0006936841
putative_microexon_000684525,chr9,-,149799,152033,135030,149795,CBWD1,4,,novel_mic,2.6764653e-07,chr9_-_149795_149799,ENSG00000172785,9.519483995395731,8.623184449984832,0.10290229879788,0.00023736693
putative_microexon_000581113,chr15,+,40701201,40703886,40703890,40728710,RAD51,4,,novel_mic,1.3381242e-06,chr15_+_40703886_40703890,ENSG00000051180,0.2518348960242553,6.061321574261413,0.1251609200770945,0.0017917884
putative_microexon_001527296,chr16,+,12916815,13167835,13167841,13203393,SHISA9,6,,novel_mic,2.5295262e-06,chr16_+_13167835_13167841,ENSG00000237515,3.101028120528169,7.514162952634297,0.015683908084402,0.00044297622
putative_microexon_001530492,chr18,+,68897428,68972460,68972480,69010933,CCDC102B,20,,novel_mic,1.038951e-06,chr18_+_68972460_68972480,ENSG00000150636,2.0034042878214446,6.249628809178463,0.0155319149607168,0.00045422412
putative_microexon_001588477,chr15,-,89809580,89815272,89806806,89809577,ANPEP,3,,novel_mic,0.0016728251,chr15_-_89809577_89809580,ENSG00000166825,0.697380231572532,5.869689186836994,0.0128620689140696,0.0002242273
putative_microexon_001609755,chr8,-,13227693,13305268,13115657,13227690,DLC1,3,,novel_mic,3.3587412e-06,chr8_-_13227690_13227693,ENSG00000164741,0.6976256630590961,7.264037723209894,0.0119367817519821,0.00017980396
putative_microexon_001611818,chr6,+,167870498,167871506,167871509,167872216,AFDN,3,,novel_mic,0.0053066825,chr6_+_167871506_167871509,ENSG00000130396,0.3387288233663151,6.436990633260832,0.0118505747503087,0.0088732755
putative_microexon_000388048,chr7,-,36363174,36383858,36335178,36363171,KIAA0895,3,,novel_mic,7.173237e-05,chr7_-_36363171_36363174,ENSG00000164542,2.3507662081891554,8.159525528108139,0.1833505750929497,0.00032189992
putative_microexon_000794972,chr14,+,32599506,32600502,32600508,32600628,AKAP6,6,,novel_mic,0.00040876027,chr14_+_32600502_32600508,ENSG00000151320,1.87652363573406,5.461472996675407,0.0834080456600834,0.0017984204
putative_microexon_000286762,chr1,+,63412061,63412131,63412134,63414070,ALG6,3,,novel_mic,0.0019216813,chr1_+_63412131_63412134,ENSG00000088035,1.7947366282457309,6.82455301473033,0.2296551736553424,0.0045612203
putative_microexon_000260378,chr9,-,152191,156480,152078,152181,CBWD1,10,,novel_mic,0.0013829396,chr9_-_152181_152191,ENSG00000172785,8.44129968873513,6.571366794511985,0.2448988756435672,0.017857851
putative_microexon_000260703,chr17,+,30492753,30505095,30505111,30519938,GOSR1,16,,novel_mic,0.011025096,chr17_+_30505095_30505111,ENSG00000108587,7.442388194253505,9.787718441202394,0.2447010865536235,0.016339308
putative_microexon_000798931,chr5,+,60945382,61114996,61115000,61152703,NDUFAF2,4,,novel_mic,0.00026784773,chr5_+_61114996_61115000,ENSG00000164182,9.183586747185858,10.032609089655017,0.0827988510992881,0.0025068638
putative_microexon_000800333,chr2,+,233290353,233291521,233291526,233292127,ATG16L1,5,,novel_mic,6.094907e-05,chr2_+_233291521_233291526,ENSG00000085978,1.6841753958978214,7.162404192957773,0.0825862062575788,8.826074e-05
putative_microexon_001726364,chr10,+,10798817,10912070,10912073,10919963,CELF2,3,,novel_mic,1.9202732e-06,chr10_+_10912070_10912073,ENSG00000048740,4.688193405676052,8.63153849444745,0.0072873563675648,0.00042474165
putative_microexon_001726776,chr10,-,73696948,73697532,73694804,73696924,AGAP5,24,,novel_mic,0.9767685,chr10_-_73696924_73696948,ENSG00000172650,9.210695805195252,10.858313101356435,0.0072708333937043,0.35074875
putative_microexon_001613317,chr6,+,131135782,131136822,131136842,131145287,AKAP7,20,,novel_mic,0.000121292265,chr6_+_131136822_131136842,ENSG00000118507,6.263054127410988,5.039975467051892,0.0117872340822632,0.033413287
putative_microexon_001590005,chr6,+,70413702,70417758,70417762,70428303,FAM135A,4,,novel_mic,3.7247632e-06,chr6_+_70417758_70417762,ENSG00000082269,2.290856526524817,7.094288180267506,0.0127931035501111,0.00057623076
putative_microexon_001591430,chr6,+,157382266,157488718,157488722,157542584,ZDHHC14,4,,novel_mic,3.5069193e-06,chr6_+_157488718_157488722,ENSG00000175048,8.050648743267553,5.938648067434862,0.0127298850980961,0.000535166
putative_microexon_001593236,chr18,-,26468007,26501071,26459925,26467982,KCTD1,25,,novel_mic,2.3591112e-07,chr18_-_26467982_26468007,ENSG00000134504,12.529572325205708,10.47145373488726,0.0126476684558673,0.00062420696
putative_microexon_001428614,chr4,+,54699766,54702602,54702605,54703723,KIT,3,,novel_mic,0.00060451694,chr4_+_54702602_54702605,ENSG00000157404,4.261771592139552,5.883179088664938,0.0208333333948862,0.0006823306
putative_microexon_001523666,chrX,-,119940817,119943219,119938810,119940813,NKAP,4,,novel_mic,2.8235801e-05,chrX_-_119940813_119940817,ENSG00000101882,5.707418525308705,6.989874154149882,0.0158620691074101,0.003364434
putative_microexon_000586129,chr8,-,30635871,30653432,30635123,30635867,GTF2E2,4,,novel_mic,0.0006326371,chr8_-_30635867_30635871,ENSG00000197265,0.5221170693872659,8.722870180645891,0.1239712637455748,0.0154592125
putative_microexon_000695116,chr7,-,50782423,50793223,50674658,50782415,GRB10,8,,novel_mic,8.071622e-06,chr7_-_50782415_50782423,ENSG00000106070,8.828534750292512,8.066228573809568,0.1008920454068257,0.0012702667
putative_microexon_000696395,chr20,+,37803048,37812236,37812239,37840101,CTNNBL1,3,,novel_mic,3.4118588e-05,chr20_+_37812236_37812239,ENSG00000132792,0.0340906590960948,6.374190780691354,0.100643678986462,0.00058605167
putative_microexon_000640835,chr3,+,3043704,3045407,3045411,3053806,CNTN4,4,,novel_mic,9.958324e-07,chr3_+_3045407_3045411,ENSG00000144619,1.5091155693598308,8.63153849444745,0.1117126433936151,0.00034988712
putative_microexon_000035518,chr9,+,36052323,36057013,36057025,36058826,RECK,12,,novel_mic,0.0009132909,chr9_+_36057013_36057025,ENSG00000122707,4.344153166384804,6.425616466753652,0.6058111124161062,0.011423566
putative_microexon_000035789,chr9,-,96611085,96619218,96565483,96611058,CDC14B,27,,novel_mic,0.75261337,chr9_-_96611058_96611085,ENSG00000081377,10.540155280328586,6.8048588184335,0.6039692306700043,0.5021598
putative_microexon_000038412,chr5,-,9108538,9118997,9108287,9108520,SEMA5A,18,,novel_mic,0.2661786,chr5_-_9108520_9108538,ENSG00000112902,5.760869199889058,7.353347640591062,0.5891881736867901,0.113913335
putative_microexon_001624118,chr10,+,12825690,12828315,12828319,12828768,CAMK1D,4,,novel_mic,2.1092567e-06,chr10_+_12828315_12828319,ENSG00000183049,5.173179222363747,6.022857313830849,0.0113275862471521,0.00019494005
putative_microexon_001474937,chr3,-,56441595,56468247,56435147,56441591,ERC2,4,,novel_mic,3.1226796e-06,chr3_-_56441591_56441595,ENSG00000187672,0.9313945723562944,6.423575571227043,0.0183218390902975,0.00012412554
putative_microexon_001600621,chr11,+,120511887,120593937,120593940,120660268,GRIK4,3,,novel_mic,9.545064e-06,chr11_+_120593937_120593940,ENSG00000149403,6.807370243922125,5.397415546429756,0.0123275862357729,0.0021153612
putative_microexon_000845667,chr6,-,143434244,143438589,143433981,143434231,ADAT2,13,,novel_mic,6.044458e-05,chr6_-_143434231_143434244,ENSG00000189007,1.4153266420847712,8.39701401588071,0.0756740338215347,0.0033477016
putative_microexon_000252111,chr17,+,82756215,82760417,82760422,82763964,TBCD,5,,novel_mic,0.0019452819,chr17_+_82760417_82760422,ENSG00000141556,9.155470895680972,8.46099459345687,0.2499885062269609,0.029992525
putative_microexon_000254608,chr7,+,33273956,33292582,33292587,33336440,BBS9,5,,novel_mic,2.5625184e-06,chr7_+_33292582_33292587,ENSG00000122507,1.0525187671280802,6.597473066524099,0.248425286920238,0.0005739215
putative_microexon_000901358,chr2,+,232747703,232752314,232752318,232787149,GIGYF2,4,,novel_mic,0.00022358981,chr2_+_232752314_232752318,ENSG00000204120,8.87615751919479,8.394912539714692,0.067873563381961,0.00077882264
putative_microexon_000275153,chr1,-,54405135,54413355,54404930,54405129,SSBP3,6,,novel_mic,0.023237843,chr1_-_54405129_54405135,ENSG00000157216,0.5875195906058478,9.647876939620994,0.2360747116283331,0.00577769
putative_microexon_000275948,chr11,+,73878819,73882330,73882333,73887353,PAAF1,3,,novel_mic,3.5174915e-05,chr11_+_73882330_73882333,ENSG00000175575,2.0512423061760727,9.009309850199775,0.2356436774669879,0.000795316
putative_microexon_000276095,chr2,+,109794537,109797073,109797076,109803431,RGPD5,3,,novel_mic,1.4083923e-05,chr2_+_109797073_109797076,ENSG00000015568,2.833954872838412,8.88432800376615,0.235574711799279,0.0007904213
putative_microexon_000277982,chr17,+,45137830,45137909,45137912,45137922,ACBD4,3,,novel_mic,0.0018737547,chr17_+_45137909_45137912,ENSG00000181513,3.082466622263435,5.630566612446825,0.2344827587895587,0.0025863722
putative_microexon_000896493,chr10,+,7824560,7901892,7901895,7963919,TAF3,3,,novel_mic,0.0025819477,chr10_+_7901892_7901895,ENSG00000165632,1.2464643747198525,7.8441779914127805,0.0685114948742691,0.015042537
