event	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	geneName	lengthDiff	label
HsaEX1030461	chr12	-	49994793	49997039	49994510	49994789	RACGAP1	3	
HsaEX1033234	chr1	-	222485590	222486056	222479559	222485581	RP11-378J18.9	8	nd
HsaEX0045620	chr15	-	72265287	72265412	72265172	72265269	PARP6	17	
HsaEX1028366	chr6	-	143962988	143964786	143960543	143962975	PLAGL1	12	nd
HsaEX1025174	chr13	+	35232620	35258982	35258986	35290388	NBEA	3	nd
HsaEX1044317	chr17	-	1355632	1364858	1345500	1355618	YWHAE	13	nd
HsaEX7000344	chr1	+	87217001	87243614	87243638	87261207	RP5-1043L3.1	23	
HsaEX1035995	chr20	-	36908125	36911217	36905504	36908120	SAMHD1	4	nd
HsaEX1031854	chr8	+	126487631	126489951	126489961	126492364	RP11-103H7.1	9	
HsaEX0058638	chr3	-	125119892	125120598	125118857	125119865	SLC12A8	26	
HsaEX6072204	chr14	-	75023019	75030542	75022893	75022994	MLH3	24	nd
HsaEX1017435	chr9	+	26978264	26978987	26979008	26980570	IFT74	20	
HsaEX0051248	chr7	+	122031560	122034094	122034116	122034281	PTPRZ1	21	ot
HsaEX1016405	chrX	-	109378001	109382117	109376168	109377982	GUCY2F	18	
HsaEX1007931	chr10	+	71734342	71734504	71734508	71738497	CDH23	3	nd
HsaEX1015811	chr15	-	28845549	28845717	28844264	28845528	GOLGA6L7P	20	
HsaEX1021533	chr2	+	146837812	146838039	146838047	146846628	LINC01911	7	
HsaEX1022337	chr12	+	85154095	85159523	85159539	85160612	LRRIQ1	15	
HsaEX0049832	chr22	-	41607862	41620751	41607332	41607839	DESI1	22	nd
HsaEX1006559	chr7	+	48052924	48053081	48053094	48060225	C7orf57	12	nd
HsaEX6001039	chr11	-	17527041	17527222	17526811	17527015	USH1C	25	nd
HsaEX0070246	chr19	+	6836569	6836984	6837051	6843134	VAV1	19	
HsaEX0050323	chr4	-	15979905	15980421	15979464	15979880	PROM1	24	ot
HsaEX1042235	chr21	+	44507100	44507869	44507897	44508036	TSPEAR-AS1	27	
HsaEX1040839	chr17	-	78183778	78185054	78182683	78183753	TK1	24	
HsaEX0035631	chr1	-	42762476	42766506	42759391	42762322	P3H1	24	nd
HsaEX1006578	chr8	+	95798414	95799257	95799268	95800495	C8orf37-AS1	10	
HsaEX1025742	chr3	+	42621517	42629965	42629975	42630545	NKTR	9	nd
HsaEX1013676	chr1	-	28054640	28057993	28048427	28054636	EYA3	3	nd
HsaEX0015815	chr17	+	59671138	59672947	59672960	59673650	CLTC	12	nd
HsaEX0040976	chr22	-	36326036	36326567	36322522	36326023	MYH9	12	
HsaEX1038843	chr2	+	54649185	54649571	54649578	54649614	SPTBN1	6	nd
HsaEX1041992	chr11	+	5605568	5608371	5608395	5610144	TRIM6	23	
HsaEX0021304	chr11	+	103236540	103241526	103241548	103243692	DYNC2H1	21	hi
HsaEX1007748	chr19	-	6586035	6586153	6583479	6585955	CD70	3	
HsaEX1011786	chr10	+	122631282	122631854	122631876	122632860	DMBT1	21	
HsaEX6024697	chr17	-	75146685	75147555	75136251	75146665	HN1	19	nd
HsaEX1023460	chr18	-	2542428	2544194	2539146	2542423	METTL4	4	nd
HsaEX6046990	chr6	-	37649967	37650108	37649267	37649957	MDGA1	9	nd
HsaEX1001468	chr10	-	114461155	114465697	114453484	114461151	ABLIM1	3	nd
HsaEX0003278	chr2	+	61185619	61185838	61185866	61186445	AHSA2	27	nd
HsaEX1012909	chr3	+	184316219	184316712	184316734	184317320	EIF4G1	21	
HsaEX1039643	chr1	-	223233516	223264629	223229389	223233513	SUSD4	2	nd
HsaEX6038565	chr18	+	31595256	31598072	31598093	31598567	TTR	20	
HsaEX1003958	chrX	-	8558777	8568231	8554099	8558773	ANOS1	3	nd
HsaEX0062901	chr7	+	842131	843205	843233	843340	SUN1	27	nd
HsaEX1044316	chr17	-	1397667	1400046	1365059	1397663	YWHAE	3	nd
HsaEX1022733	chr19	-	12661083	12661259	12658508	12661074	MAN2B1	8	nd
HsaEX6084665	chr4	+	69998489	69999666	69999688	70000862	STATH	21	nd
HsaEX0012302	chr17	-	4969521	4969629	4969338	4969499	CAMTA2	21	hi
HsaEX0044434	chr13	+	25315468	25319325	25319351	25320529	NUP58	25	nd
HsaEX1001470	chr10	-	114439264	114441016	114439254	114439258	ABLIM1	5	nd
HsaEX0005895	chr7	+	103075882	103081881	103081909	103083681	ARMC10	27	
HsaEX1021848	chr18	+	49583775	49583882	49583890	49586745	LIPG	7	nd
HsaEX1043340	chrY	-	13316062	13323554	13306251	13316058	UTY	3	nd
HsaEX0066981	chr6	-	123269867	123271138	123267752	123269848	TRDN	18	hi
HsaEX0025769	chr16	-	67236435	67236556	67236070	67236410	FHOD1	24	hi
HsaEX1037928	chr22	+	23787263	23790188	23790192	23791755	SMARCB1	3	nd
HsaEX1024009	chr6	+	29670398	29670700	29670722	29671171	MOG	21	nd
HsaEX1011150	chr12	-	57540231	57546027	57535846	57540227	DCTN2	3	nd
HsaEX0041774	chr12	+	78175428	78176438	78176460	78177140	NAV3	21	ot
HsaEX0005554	chr19	+	41896483	41897314	41897327	41898441	ARHGEF1	9	nd
HsaEX0056600	chr16	+	23302438	23323553	23323579	23348591	SCNN1B	25	
HsaEX0062677	chr20	+	58652088	58660315	58660326	58667489	STX16	10	nd
HsaEX1022629	chr3	-	65745474	66037995	65622089	65745462	MAGI1	11	nd
HsaEX0036921	chr14	-	74527367	74528482	74526115	74527346	LTBP2	20	nd
HsaEX6036125	chr1	+	203090735	203091692	203091711	203152645	ADORA1	18	
HsaEX1026406	chr3	-	13342694	13343174	13342124	13342684	NUP210	9	nd
HsaEX1029422	chr19	-	14112242	14117501	14107410	14112232	PRKACA	9	nd
HsaEX1001276	chr2	-	215050818	215052486	215049812	215050793	ABCA12	24	
HsaEX1040805	chr10	+	49942301	49945031	49945038	49952125	TIMM23B	6	nd
HsaEX6006519	chr21	-	44330480	44330822	44330327	44330462	C21orf2	17	
HsaEX6030965	chr1	+	52413992	52414620	52414648	52414761	PRPF38A	27	nd
HsaEX1036408	chr4	-	25830274	25832994	25830157	25830262	SEL1L3	11	nd
HsaEX0059462	chr5	+	151467926	151469245	151469272	151473672	SLC36A1	26	nd
HsaEX1036510	chr4	-	25140765	25144773	25127358	25140760	SEPSECS	4	nd
HsaEX0053462	chr17	+	32266301	32267901	32267926	32284658	RHBDL3	24	hi
HsaEX6010655	chr7	+	135233904	135245302	135245330	135258417	STRA8	27	
HsaEX1013866	chr5	+	64695665	64710463	64710467	64717888	FAM159B	3	
HsaEX1041874	chr7	+	142787065	142792521	142792540	142792691	TRBC1	18	
HsaEX6023076	chr17	+	44778243	44779221	44779240	44779738	ADAM11	18	
HsaEX0020638	chr1	-	62487413	62488933	62477826	62487397	DOCK7	15	hi
HsaEX6088755	chr10	+	69802148	69894674	69894702	69927086	COL13A1	27	nd
HsaEX7105136	chrX	-	149529230	149529366	149528359	149529208	LINC00893	21	
HsaEX7007826	chr13	-	90901239	90911330	90893541	90901220	LINC00410	18	
HsaEX1028932	chr1	+	167220959	167251168	167251172	167332469	POU2F1	3	nd
HsaEX6050926	chrX	-	18657666	18672016	18656759	18657639	RS1	26	
HsaEX1026900	chr11	-	77372419	77374327	77359018	77372406	PAK1	12	nd
HsaEX1024529	chr7	+	30137695	30143937	30143941	30146176	MTURN	3	nd
HsaEX0026382	chr3	-	69249249	69250042	69224691	69249225	FRMD4B	23	ot
HsaEX0061657	chr17	-	38568232	38578489	38564314	38568210	SRCIN1	21	
HsaEX6026017	chr22	+	23793689	23800943	23801082	23803294	SMARCB1	27	nd
HsaEX0067158	chr8	+	66135156	66150216	66150240	66152376	TRIM55	23	
HsaEX6023370	chr17	+	48848456	48848800	48848828	48849251	CALCOCO2	27	
HsaEX1043178	chr1	-	55166402	55166567	55165951	55166398	USP24	3	nd
HsaEX1019400	chr8	+	97776109	97800275	97800279	97805352	LAPTM4B	3	nd
HsaEX0034475	chr1	+	10272307	10273013	10273032	10275427	KIF1B	18	hi
HsaEX1028218	chr12	+	130339701	130342375	130342389	130342579	PIWIL1	13	
HsaEX1001057	chr13	+	73611212	73615048	73615069	73616051		20	
HsaEX6053529	chrX	+	139537174	139537361	139537387	139541075	F9	25	
HsaEX6068014	chr12	-	79790484	79793862	79788784	79790466	PPP1R12A	17	nd
HsaEX1022579	chr1	+	39435766	39437665	39437671	39437776	MACF1	5	nd
HsaEX1018254	chr2	-	96602277	96602752	96601777	96602269	KANSL3	7	nd
HsaEX6010357	chr7	+	128848983	128849180	128849205	128849330	FLNC	24	nd
HsaEX1041921	chr6	+	30168531	30169838	30169853	30170500	TRIM15	14	
HsaEX6087393	chr10	+	5720669	5720754	5720775	5720870	FAM208B	20	nd
HsaEX1045460	chr7	+	64336983	64344502	64344528	64348089	ZNF736	25	
HsaEX0066822	chr2	+	238334036	238347454	238347476	238348763	TRAF3IP1	21	nd
HsaEX1006953	chr1	-	223612258	223615969	223609365	223612245	CAPN8	12	
HsaEX1004858	chr7	+	151051320	151051668	151051683	151051809	ASIC3	14	nd
HsaEX0069589	chr3	+	179754855	179757051	179757079	179761111	USP13	27	nd
HsaEX0006988	chr3	+	113747114	113768476	113768481	113778740	ATP6V1A	4	nd
HsaEX0040615	chr22	+	30022698	30023456	30023481	30025629	MTMR3	24	
HsaEX0029786	chr10	-	67959137	67966682	67956977	67959112	HERC4	24	hi
HsaEX1034215	chr1	-	95180360	95205095	95174182	95180333	RP11-57H12.3	26	
HsaEX0044086	chr1	+	156873960	156874382	156874401	156874570	NTRK1	18	hi
HsaEX0063881	chr12	+	64786046	64787359	64787382	64827834	TBC1D30	22	hi
HsaEX6096731	chr19	-	55157309	55157578	55157134	55157295	TNNI3	13	
HsaEX1042832	chr17	-	44214091	44215653	44213283	44214087	UBTF	3	nd
HsaEX6074899	chr15	+	54015887	54143017	54143041	54143619	UNC13C	23	hi
HsaEX1042905	chr4	-	68551496	68551823	68550897	68551481	UGT2B17	14	
HsaEX1045163	chr19	-	19802668	19806030	19795661	19802664	ZNF506	3	nd
HsaEX0067917	chr5	-	40732956	40746797	40613382	40732943	TTC33	12	nd
HsaEX0005529	chr17	+	12958898	12973301	12973320	12974088	ARHGAP44	18	hi
HsaEX1028472	chr17	+	4821908	4822548	4822552	4822639	PLD2	3	nd
HsaEX1040672	chr2	-	43430651	43498832	43430303	43430645	THADA	5	nd
HsaEX0067139	chr5	+	181232890	181233412	181233436	181233635	TRIM41	23	ot
HsaEX6059684	chr3	-	180711220	180711309	180708905	180711192	CCDC39	27	
HsaEX0054276	chr6	-	117414546	117416257	117409643	117414518	ROS1	27	
HsaEX0026343	chr9	-	14788086	14788918	14784635	14788074	FREM1	11	
HsaEX1014512	chr13	+	21672190	21676457	21676461	21681041	FGF9	3	nd
HsaEX6041056	chr13	-	110206892	110207402	110206716	110206864	COL4A1	27	nd
HsaEX1009551	chr12	+	54342288	54342431	54342446	54343224	COPZ1	14	nd
HsaEX1012231	chr6	+	83147292	83148504	83148508	83148758	DOPEY1	3	nd
HsaEX1028508	chr2	+	131120979	131122545	131122557	131125752	PLEKHB2	11	nd
HsaEX1030965	chr15	+	76948553	76948796	76948810	76949069	RCN2	13	nd
HsaEX1016038	chr16	-	19880994	19882131	19872847	19880969	GPRC5B	24	
HsaEX1039875	chr6	+	149370100	149373212	149373216	149378017	TAB2	3	nd
HsaEX6015696	chr2	+	137451025	137479474	137479484	137563220	THSD7B	9	
HsaEX6000447	chr11	-	2955767	2958398	2954647	2955743	NAP1L4	23	nd
HsaEX1011732	chr10	-	77851194	77853353	77843707	77851190	DLG5	3	nd
HsaEX1031396	chr12	+	120566981	120569398	120569403	120571190	RNF10	4	nd
HsaEX7002624	chr4	+	63128337	63143043	63143064	63143255	RP11-257A22.1	20	
HsaEX6072597	chr14	-	92080568	92080964	92079469	92080540	ATXN3	27	
HsaEX0004754	chr5	-	151110645	151117126	151109847	151110626	ANXA6	18	hi
HsaEX1029045	chr2	+	169608759	169610729	169610742	169614584	PPIG	12	nd
HsaEX0031727	chr4	-	142202767	142208424	142193196	142202739	INPP4B	27	ot
HsaEX0019685	chrX	+	96758259	96763099	96763121	96881578	DIAPH2	21	ot
HsaEX1006218	chr12	+	7115220	7118356	7118360	7118898	C1RL-AS1	3	
HsaEX1044513	chr9	-	86325255	86325333	86324525	86325229	ZCCHC6	25	
HsaEX0052261	chr4	+	159241369	159243773	159243792	159304341	RAPGEF2	18	hi
HsaEX0006681	chr14	+	50628463	50629994	50630010	50632228	ATL1	15	hi
HsaEX1044149	chr17	+	6758225	6758421	6758434	6759255	XAF1	12	nd
HsaEX1007770	chr3	+	111606793	111623403	111623408	111623753	CD96	4	
HsaEX1010778	chr16	+	69447279	69456164	69456176	69462429	CYB5B	11	nd
HsaEX0002105	chr20	-	25023207	25023465	25023093	25023196	ACSS1	10	nd
HsaEX1035407	chr1	-	633138	633759	632958	633123	RP5-857K21.4	14	lo
HsaEX1025334	chr1	-	53818875	53818970	53809747	53818868	NDC1	6	nd
HsaEX0036231	chr1	+	81980840	81981123	81981151	81981807	ADGRL2	27	
HsaEX7010129	chr20	+	34981061	34984691	34984716	34987764	MYH7B	24	
HsaEX1011926	chr5	-	13719236	13720999	13719102	13719210	DNAH5	25	
HsaEX0050856	chr8	-	140762389	140764233	140761263	140762367	PTK2	21	hi
HsaEX0016969	chr10	-	92158073	92180962	92145113	92158048	CPEB3	24	hi
HsaEX0025504	chr11	-	111860173	111860546	111857738	111860162	ALG9	10	nd
HsaEX0065605	chr2	+	119700471	119700830	119700856	119703619	TMEM177	25	
HsaEX1004131	chr3	+	184180252	184180841	184180845	184180848	AP2M1	3	nd
HsaEX0064834	chr2	+	88183074	88185527	88185550	88185897	THNSL2	22	
HsaEX1041919	chr6	+	30168531	30169240	30169264	30170500	TRIM15	23	
HsaEX1014657	chr17	-	18257127	18258446	18257020	18257123	FLII	3	
HsaEX0015878	chr16	-	66622617	66623403	66622223	66622591	CMTM4	25	nd
HsaEX0011202	chr6	-	34247493	34247680	34247150	34247466	C6orf1	26	nd
HsaEX0063374	chr10	+	122242002	122245064	122245074	122248642	TACC2	9	hi
HsaEX7106087	chr11	+	118305002	118307287	118307309	118315485	CD3E	21	
HsaEX1005051	chr3	+	182836471	182836952	182836967	182837070	ATP11B	14	nd
HsaEX1009592	chr16	+	85801279	85803235	85803239	85804539	COX4I1	3	nd
HsaEX1002076	chr19	+	18217308	18219508	18219517	18220203	AC068499.10	8	
HsaEX0036249	chr4	+	61676936	61730621	61730637	61732753	ADGRL3	15	ot
HsaEX1025202	chr1	-	144460851	144461380	144459484	144460842	NBPF15	8	nd
HsaEX0044642	chr4	+	182743420	182744142	182744164	182751799	TENM3	21	hi
HsaEX1013708	chr1	-	161020841	161021009	161001354	161020836	F11R	4	nd
HsaEX0008580	chr9	+	113360738	113362368	113362395	113368258	BSPRY	26	nd
HsaEX1018917	chr19	+	54813229	54813479	54813483	54813689	KIR2DL4	3	
HsaEX0012324	chr1	+	40040802	40041480	40041494	40059336	CAP1	13	nd
HsaEX1012642	chr6	-	127315139	127315933	127314897	127315134	ECHDC1	4	nd
HsaEX0020460	chr1	+	172308840	172323328	172323341	172379017	DNM3	12	hi
HsaEX1007661	chr7	+	56051879	56051971	56051986	56052421	CCT6A	14	nd
HsaEX1040676	chr2	-	241598921	241601895	241594731	241598915	THAP4	5	nd
HsaEX0069561	chr4	+	75793902	75795335	75795357	75799621	USO1	21	ot
HsaEX1004471	chr5	+	143121148	143133615	143133619	143133966	ARHGAP26	3	nd
HsaEX1031388	chr6	-	166943685	166943823	166943090	166943678	RNASET2	6	nd
HsaEX6085588	chr4	+	101412350	101422632	101422659	101721363	BANK1	26	
HsaEX1004840	chr6	-	100879209	100881060	100868039	100879205	ASCC3	3	nd
HsaEX1021147	chr15	-	93731352	93760614	93720966	93731348	LINC01579	3	
HsaEX1012698	chr11	-	62572861	62573830	62572743	62572847	EEF1G	13	nd
HsaEX0049337	chr11	+	70365436	70365940	70365968	70372214	PPFIA1	27	hi
HsaEX1025767	chr17	+	28101377	28102216	28102242	28122602	NLK	25	
HsaEX6061462	chr9	+	72578024	72578333	72578346	72616367	TMC1	12	
HsaEX0051545	chr12	-	57305664	57310263	57303218	57305639	R3HDM2	24	nd
HsaEX0073953	chr19	+	36694877	36712592	36712602	36712780	ZNF567	9	nd
HsaEX0062697	chr12	-	130799191	130801152	130798636	130799167	STX2	23	hi
HsaEX1015557	chrX	+	30677453	30688680	30688684	30691122	GK	3	
HsaEX0008445	chr5	-	891288	891639	889648	891154	BRD9	24	nd
HsaEX0068374	chr6	-	35506280	35509208	35506174	35506273	TULP1	6	nd
HsaEX0031811	chr17	-	1515586	1515887	1513980	1515568	INPP5K	17	nd
HsaEX0060621	chr6	-	83601600	83605684	83601439	83601584	SNAP91	15	ot
HsaEX0040801	chr9	+	110775964	110776631	110776656	110784814	MUSK	24	
HsaEX1032578	chr12	-	4704736	4719864	4704298	4704715	RP11-234B24.2	20	
HsaEX1025391	chr19	-	14567556	14571888	14566932	14567546	NDUFB7	9	nd
HsaEX0063972	chr17	+	82907822	82909284	82909308	82911757	TBCD	23	nd
HsaEX1015025	chr14	+	65669481	65690308	65690313	65721774	FUT8	4	nd
HsaEX1044598	chr6	+	38061776	38078039	38078051	38082391	ZFAND3	11	nd
HsaEX0054320	chr1	-	25818425	25819643	25817714	25818402	RP1-317E23.3	22	
HsaEX1007632	chr2	+	207737447	207738041	207738047	207740654	CCNYL1	5	nd
HsaEX1041024	chr12	+	43844924	44010223	44010229	44143524	TMEM117	5	nd
HsaEX1009461	chr21	+	46116404	46116650	46116678	46116769	COL6A2	27	nd
HsaEX0061791	chr7	+	76267436	76280054	76280075	76281440	SRRM3	20	
HsaEX1016401	chr17	+	8008033	8008337	8008341	8009505	GUCY2D	3	nd
HsaEX0025815	chr4	+	53428184	53440581	53440609	53442652	FIP1L1	27	hi
HsaEX1010692	chr10	-	35024420	35025131	35016395	35024416	CUL2	3	nd
HsaEX1028615	chrX	+	115610324	115619401	115619405	115622245	PLS3	3	nd
HsaEX6000883	chr11	+	12508643	12511513	12511534	12513298	PARVA	20	nd
HsaEX1010990	chr5	-	10747054	10748174	10683572	10747050	DAP	3	nd
HsaEX0038979	chr3	-	197026953	197027755	197026760	197026943	MELTF	9	
HsaEX6060930	chr9	-	28129674	28295207	28113131	28129650	LINGO2	23	
HsaEX1028155	chr2	+	208333494	208334494	208334504	208335305	PIKFYVE	9	nd
HsaEX0010348	chr1	+	172575624	172577538	172577560	172577763	SUCO	21	hi
HsaEX0040951	chr17	-	8576670	8577235	8575230	8576642	MYH10	27	hi
HsaEX1002587	chr14	-	75054829	75061683	75053660	75054817	ACYP1	11	nd
HsaEX1028295	chr19	+	14446562	14450087	14450098	14458030	PKN1	10	nd
HsaEX1028826	chr2	+	112573816	112574412	112574420	112574846	POLR1B	7	nd
HsaEX7000234	chr1	+	58070432	58074398	58074426	58080010	RP11-393I23.4	27	
HsaEX0004266	chr13	-	110880951	110883697	110880113	110880947	ANKRD10	3	nd
HsaEX6095873	chr19	+	47779857	47780119	47780132	47781107	SELENOW	12	
HsaEX1039577	chr4	-	69735637	69749720	69734265	69735627	SULT1B1	9	
HsaEX0027594	chr15	+	51377501	51383435	51383454	51383784	GLDN	18	nd
HsaEX6101672	chr5	+	181053502	181055988	181056016	181058351	BTNL9	27	
HsaEX1013520	chr11	-	128483217	128484822	128480452	128483193	ETS1	23	
HsaEX0044649	chr11	-	78720391	78722667	78712715	78720369	TENM4	21	hi
HsaEX1004772	chr10	+	102890679	102897972	102897998	102900592	AS3MT	25	hi
HsaEX1038911	chr5	-	64735337	64741056	64728180	64735333	SREK1IP1	3	nd
HsaEX0052134	chr16	-	67738036	67744287	67735043	67738012	RANBP10	23	nd
HsaEX1026952	chr13	+	28239697	28255453	28255476	28256291	PAN3	22	hi
HsaEX1028094	chr11	-	17194415	17207847	17169807	17194388	PIK3C2A	26	nd
HsaEX7106789	chr12	-	98781499	98782125	98781204	98781489	ANKS1B	9	
HsaEX0007736	chr2	-	159397101	159397344	159395835	159397073	BAZ2B	27	ot
HsaEX1006310	chr20	+	36606043	36606050	36606066	36607714	C20orf24	15	
HsaEX1036189	chrX	+	17750294	17751704	17751708	17751814	SCML1	3	nd
HsaEX6039973	chr13	+	36827750	36828335	36828359	36828803	RFXAP	23	
HsaEX1041168	chr17	-	10724105	10725010	10723330	10724100	TMEM220	4	nd
HsaEX0065879	chr14	-	20459297	20459387	20458703	20459270	TMEM55B	26	
HsaEX6024019	chr17	+	62688665	62692111	62692139	62692230	MRC2	27	nd
HsaEX0037994	chr19	+	18121923	18122106	18122128	18122672	MAST3	21	lo
HsaEX6097993	chr5	-	41033865	41038735	41033161	41033837	MROH2B	27	
HsaEX0051631	chr18	+	9845692	9851051	9851055	9859227	RAB31	3	nd
HsaEX1008724	chr20	+	33848645	33848901	33848905	33850951	CHMP4B	3	nd
HsaEX1024103	chr2	-	201669751	201675206	201666373	201669732	MPP4	18	
HsaEX0004390	chr19	+	4202927	4207107	4207135	4207241	ANKRD24	27	nd
HsaEX6058483	chr3	+	130590784	130592695	130592723	130606930	COL6A6	27	
HsaEX1018535	chr19	+	5144903	5148595	5148599	5150357	KDM4B	3	nd
HsaEX1025186	chr2	+	203202782	203205018	203205032	203208636	NBEAL1	13	ot
HsaEX1027111	chr1	+	61827584	61833357	61833378	61833653	PATJ	20	hi
HsaEX1003313	chr1	+	45561879	45563170	45563175	45566568	AKR1A1	4	nd
HsaEX1018880	chr5	-	132706817	132710958	132703620	132706813	KIF3A	3	nd
HsaEX1009026	chr11	+	57657861	57658654	57658662	57659454	CLP1	7	nd
HsaEX1024975	chr2	-	131485270	131491875	131472183	131485263	MZT2A	6	nd
HsaEX0049350	chr19	+	49148764	49148992	49149169	49149256	PPFIA3	21	nd
HsaEX1042991	chr8	+	35705962	35721454	35721470	35722209	UNC5D	15	hi
HsaEX1030417	chr3	-	133833410	133834574	133828853	133833406	RAB6B	3	nd
HsaEX1041842	chr17	-	7931574	7931730	7931150	7931562	TRAPPC1	11	
HsaEX1001411	chr21	+	42225915	42263250	42263255	42271069	ABCG1	4	nd
HsaEX1042518	chr10	-	48726	48803	48115	48718	TUBB8	7	
HsaEX6038669	chr18	-	35254989	35263512	35254382	35254961	ZSCAN30	27	
HsaEX1022833	chr3	-	47983636	47998637	47977934	47983632	MAP4	3	nd
HsaEX1012696	chr8	-	143595233	143597347	143594072	143595228	EEF1D	4	nd
HsaEX1023302	chr19	+	49818476	49830737	49830743	49835826	MED25	5	
HsaEX0028518	chr3	+	113904273	113908530	113908545	113908957	GRAMD1C	14	ot
HsaEX1029959	chr19	+	49858115	49858296	49858300	49858548	PTOV1	3	nd
HsaEX0040634	chr13	-	25250232	25251648	25249493	25250219	MTMR6	12	nd
HsaEX0029536	chr14	-	31340477	31343895	31337615	31340449	HEATR5A	27	nd
HsaEX1008299	chr1	-	243162753	243164283	243156456	243162748	CEP170	4	nd
HsaEX1013629	chr14	-	57211704	57217977	57210062	57211698	EXOC5	5	
HsaEX1001503	chr3	+	127676432	127676761	127676767	127677196	ABTB1	5	nd
HsaEX1024671	chr1	-	203169267	203169267	203169092	203169257	MYBPH	9	
HsaEX0015816	chr17	+	59644484	59646016	59646020	59648239	CLTC	3	nd
HsaEX1029716	chr3	-	46748652	46754487	46720004	46748624	PRSS50	27	
HsaEX1014467	chr14	-	52948581	52950411	52919357	52948561	FERMT2	19	
HsaEX1004923	chr8	-	123333609	123333877	123328580	123333605	ATAD2	3	nd
HsaEX0023263	chr15	-	76227152	76231332	76225930	76227137	ETFA	14	nd
HsaEX0050329	chr4	-	16035762	16038945	16033510	16035734	PROM1	27	hi
HsaEX1037589	chr7	+	151062039	151063179	151063190	151064201	SLC4A2	10	nd
HsaEX6005074	chr11	-	119052173	119052294	119051952	119052157	HYOU1	15	
HsaEX1013383	chr8	-	715734	715860	692613	715730	ERICH1	3	nd
HsaEX1038592	chr19	+	51701727	51702628	51702653	51703020	SPACA6	24	nd
HsaEX1043454	chr6	+	43778919	43781601	43781605	43781955	VEGFA	3	nd
HsaEX1042505	chr12	-	49130592	49131297	49129723	49130588	TUBA1B	3	nd
HsaEX6049200	chr6	-	123273364	123274640	123273012	123273336	TRDN	27	nd
HsaEX1035561	chr1	-	6192141	6192929	6186817	6192137	RPL22	3	
HsaEX0058484	chr17	-	48363815	48396679	48346007	48363788	SKAP1	26	
HsaEX1038018	chr8	+	30643515	30643582	30643598	30644509	SMIM18	15	
HsaEX1012122	chr20	+	45809186	45809915	45809923	45810884	DNTTIP1	7	nd
HsaEX1001397	chr1	+	94515203	94515939	94515949	94517051	ABCD3	9	nd
HsaEX6080153	chr8	-	28058277	28060425	28056055	28058257	NUGGC	19	
HsaEX0049757	chr8	+	22528578	22531301	22531329	22532224	PPP3CC	27	hi
HsaEX0035450	chr2	+	168765749	168766321	168766346	168769509	CERS6	24	hi
HsaEX0049300	chr4	-	23801507	23801729	23795926	23801491	PPARGC1A	15	nd
HsaEX0045871	chr17	-	38746481	38747878	38740732	38746467	PCGF2	13	nd
HsaEX1035582	chr5	-	40834187	40834470	40832574	40834180	RPL37	6	
HsaEX0058110	chr19	-	50687041	50687581	50686813	50687016	SHANK1	24	hi
HsaEX6100239	chr5	+	140659165	140659314	140659334	140659755	IK	19	nd
HsaEX1005630	chr14	-	100546268	100546500	100545067	100546246	BEGAIN	21	
HsaEX0042389	chr20	-	33669713	33670683	33669473	33669686	NECAB3	26	nd
HsaEX1041884	chr6	-	123381391	123382117	123377899	123381369	TRDN	21	
HsaEX0057035	chr1	-	169696554	169701559	169691803	169696534	SELL	19	
HsaEX1007601	chr4	-	77069814	77075471	77058636	77069810	CCNI	3	nd
HsaEX1029786	chr2	+	231083764	231084644	231084672	231085018	PSMD1	27	
HsaEX1043952	chr5	+	37381686	37391479	37391490	37391999	WDR70	10	nd
